gene	Badami_LB_400CH_Clone14	Badami_LB_400CH_Clone15	Badami_LB_400CH_Clone16	Badami_LB_800CH_Clone14	Badami_LB_800CH_Clone15	Badami_LB_800CH_Clone16	Bergeron_LB_400CH_Clone10	Bergeron_LB_400CH_Clone8	Bergeron_LB_400CH_Clone9	Bergeron_LB_800CH_Clone10	Bergeron_LB_800CH_Clone8	Bergeron_LB_800CH_Clone9
Prupe.1G031500.v2.1	218	434	395	228	246	302	229	341	302	89	174	184
Prupe.1G031600.v2.1	0	0	2	0	0	3	1	0	0	0	1	0
Prupe.1G031700.v2.1	632	717	728	595	653	776	565	550	478	563	473	548
Prupe.1G031800.v2.1	0	0	0	1	0	1	0	0	0	3	16	6
Prupe.1G031900.v2.1	0	0	0	0	0	0	0	0	0	6	1	5
Prupe.1G032000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G032100.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.1G032200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G032300.v2.1	6	32	43	14	28	42	5	29	19	5	29	36
Prupe.1G032400.v2.1	1	9	2	30	24	8	42	0	0	99	1	38
Prupe.1G032500.v2.1	1	2	1	15	4	1	49	3	7	169	5	44
Prupe.1G032600.v2.1	49	81	79	68	84	109	83	95	93	73	124	111
Prupe.1G032700.v2.1	0	0	0	1	0	0	0	0	0	0	0	3
Prupe.1G032800.v2.1	0	0	0	0	0	0	1	0	0	0	0	0
Prupe.1G032900.v2.1	0	0	0	0	0	0	0	1	0	0	0	1
Prupe.1G033000.v2.1	0	0	0	0	0	0	0	0	1	0	0	0
Prupe.1G033100.v2.1	0	0	0	3	3	0	0	0	0	7	5	3
Prupe.1G033200.v2.1	3756	4987	4335	4513	4441	5635	3472	3696	3155	3044	4134	3511
Prupe.1G033300.v2.1	1	3	4	0	1	4	0	1	4	0	1	1
Prupe.1G033400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G033500.v2.1	243	427	370	342	344	394	327	382	324	186	280	346
Prupe.1G033600.v2.1	178	274	256	134	174	212	182	181	133	83	134	125
Prupe.1G033700.v2.1	29	68	43	25	31	34	44	26	11	24	25	26
Prupe.1G033800.v2.1	2	0	0	1	0	1	0	0	1	27	39	18
Prupe.1G033900.v2.1	50	93	76	103	122	201	61	125	60	26	79	101
Prupe.1G034000.v2.1	2	0	1	7	5	4	2	0	1	38	63	52
Prupe.1G034100.v2.1	3	3	0	2	2	1	0	2	1	1	1	2
Prupe.1G034200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G034300.v2.1	1050	2178	1978	1900	2561	2859	2204	2714	2253	1471	4612	3047
Prupe.1G034400.v2.1	2	3	0	2	3	6	0	0	0	0	2	1
Prupe.1G034500.v2.1	65	122	85	62	75	101	67	125	61	45	46	67
Prupe.1G034600.v2.1	194	345	287	166	211	316	160	282	164	90	120	127
Prupe.1G034700.v2.1	249	437	140	852	801	765	380	661	364	549	527	642
Prupe.1G034800.v2.1	71	114	133	92	141	172	35	96	48	43	35	61
Prupe.1G034900.v2.1	309	428	298	311	266	341	393	274	300	363	412	480
Prupe.1G035000.v2.1	230	443	418	368	451	557	216	356	280	129	266	324
Prupe.1G035100.v2.1	544	948	1098	1047	1186	1204	653	793	793	330	838	1000
Prupe.1G035200.v2.1	670	1170	1159	775	757	895	790	1122	1293	294	888	976
Prupe.1G035300.v2.1	14	22	17	17	30	21	16	20	20	25	32	27
Prupe.1G035400.v2.1	621	948	914	480	563	725	474	758	585	123	391	408
Prupe.1G035500.v2.1	68	97	93	79	107	104	91	117	108	324	353	364
Prupe.1G035600.v2.1	0	1	0	1	1	1	4	14	7	3	14	29
Prupe.1G035700.v2.1	31	28	22	32	25	34	22	27	13	36	39	40
Prupe.1G035800.v2.1	1	1	2	1	3	0	3	3	4	0	16	20
Prupe.1G035900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G036000.v2.1	0	0	0	1	1	1	2	1	2	4	14	13
Prupe.1G036100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G036200.v2.1	1	7	0	2	7	6	10	13	3	15	32	46
Prupe.1G036300.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.1G036400.v2.1	254	36	7	112	97	24	78	23	20	382	66	44
Prupe.1G036500.v2.1	0	0	0	0	0	0	2	0	0	0	1	0
Prupe.1G036600.v2.1	0	0	0	0	2	1	0	1	3	5	5	5
Prupe.1G036700.v2.1	0	0	0	0	0	0	0	1	1	0	3	10
Prupe.1G036800.v2.1	0	1	0	0	1	0	14	7	9	59	48	50
Prupe.1G036900.v2.1	173	141	147	208	205	212	110	88	61	187	237	260
Prupe.1G037000.v2.1	181	254	234	449	448	444	313	569	430	672	775	1012
Prupe.1G037100.v2.1	18	69	59	17	41	67	18	56	43	15	67	70
Prupe.1G037200.v2.1	2	11	3	8	10	10	0	0	2	0	2	3
Prupe.1G037300.v2.1	0	0	1	1	1	0	0	0	0	0	1	0
Prupe.1G037400.v2.1	215	502	467	266	490	552	235	427	368	190	518	689
Prupe.1G037500.v2.1	308	442	357	253	284	307	214	319	236	309	427	478
Prupe.1G037600.v2.1	19	20	29	33	34	25	13	36	33	20	14	42
Prupe.1G037700.v2.1	0	3	0	1	1	4	1	0	1	0	19	7
Prupe.1G037800.v2.1	25	17	14	33	14	9	18	13	11	1	3	4
Prupe.1G037900.v2.1	62	132	151	169	249	280	131	66	58	144	450	359
Prupe.1G038000.v2.1	42443	21173	16867	6737	2561	4471	26584	31735	21562	9008	1545	2897
Prupe.1G038100.v2.1	2571	1403	2157	1084	638	844	1159	2290	3147	316	130	499
Prupe.1G038200.v2.1	247	151	121	6	2	4	106	231	234	58	4	15
Prupe.1G038300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G038400.v2.1	1	0	1	1	0	0	0	0	0	0	1	0
Prupe.1G038500.v2.1	891	1317	1480	1554	1516	1589	679	898	1061	715	1508	1574
Prupe.1G038600.v2.1	94	248	205	394	469	445	379	177	239	357	514	581
Prupe.1G038700.v2.1	38	104	73	72	71	107	37	61	64	44	359	444
Prupe.1G038800.v2.1	148	266	152	85	115	156	144	162	75	3	48	67
Prupe.1G038900.v2.1	885	1533	1336	1427	1839	2159	702	1146	918	1247	2070	1820
Prupe.1G039000.v2.1	407	1203	1721	1534	1960	2066	488	1126	1753	569	3121	2951
Prupe.1G039100.v2.1	9711	8476	7155	11543	9325	11134	8752	6741	6366	6931	5637	6066
Prupe.1G039200.v2.1	3	7	0	41	48	39	27	23	74	86	90	51
Prupe.1G039300.v2.1	2020	4585	4664	3109	4807	5500	2621	4767	3739	2283	5299	8684
Prupe.1G039400.v2.1	0	2	4	1	0	3	1	1	3	0	2	1
Prupe.1G039500.v2.1	266	383	321	185	173	280	357	270	249	145	151	124
Prupe.1G039600.v2.1	32	27	37	26	20	27	14	24	18	17	21	47
Prupe.1G039700.v2.1	26	52	54	25	42	48	17	44	47	16	55	48
Prupe.1G039800.v2.1	0	0	0	0	0	0	0	0	1	0	0	0
Prupe.1G039900.v2.1	143	222	174	562	640	759	354	397	346	1045	1293	1254
Prupe.1G040000.v2.1	83	197	186	90	115	146	100	126	140	63	151	164
Prupe.1G040100.v2.1	9	24	31	23	22	19	25	40	21	18	23	50
Prupe.1G040200.v2.1	655	1321	1291	729	1080	1241	1047	1415	1405	667	1752	1866
Prupe.1G040300.v2.1	3	3	1	11	2	5	3	2	6	7	3	2
Prupe.1G040400.v2.1	711	1318	1215	1003	1200	1399	790	1849	1221	387	765	829
Prupe.1G040500.v2.1	823	1111	1127	1186	1173	1452	906	1165	965	533	893	976
Prupe.1G040600.v2.1	63	93	92	80	84	125	64	68	74	36	54	59
Prupe.1G040700.v2.1	1356	2131	2086	1797	2230	2475	1204	2148	1672	1268	2116	2179
Prupe.1G040800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G040900.v2.1	1	0	0	0	0	0	0	0	0	0	0	1
Prupe.1G041000.v2.1	0	1	0	1	0	0	0	0	0	0	0	1
Prupe.1G041100.v2.1	964	1397	1258	1375	1446	1762	811	1107	802	849	1330	1254
Prupe.1G041200.v2.1	9	14	14	77	100	85	88	7	5	127	75	111
Prupe.1G041300.v2.1	5	1	1	2	2	16	6	7	4	25	8	19
Prupe.1G041400.v2.1	144	198	190	112	138	181	117	145	107	53	73	73
Prupe.1G041500.v2.1	2519	4754	4506	3331	3908	5224	2889	3656	3574	1126	2961	3703
Prupe.1G041600.v2.1	1	1	1	0	1	2	0	0	0	3	19	24
Prupe.1G041700.v2.1	316	625	669	486	721	855	350	691	593	252	624	811
Prupe.1G041800.v2.1	4	2	6	7	2	3	5	3	3	3	2	11
Prupe.1G041900.v2.1	0	2	2	13	26	19	0	0	0	3	5	8
Prupe.1G042000.v2.1	21	24	60	181	483	211	1	9	9	3	44	26
Prupe.1G042100.v2.1	55	88	83	86	101	136	40	53	63	42	109	155
Prupe.1G042200.v2.1	133	201	210	105	106	147	243	308	272	194	220	256
Prupe.1G042300.v2.1	101	191	208	255	433	494	44	99	66	28	180	212
Prupe.1G042400.v2.1	3	15	9	13	17	8	8	7	10	3	172	210
Prupe.1G042500.v2.1	2	1	1	4	1	1	2	1	3	1	58	58
Prupe.1G042600.v2.1	0	0	0	0	1	0	0	0	0	0	0	0
Prupe.1G042700.v2.1	1	0	0	0	0	0	3	6	1	1	2	2
Prupe.1G042800.v2.1	0	0	5	6	6	5	0	1	0	1	24	26
Prupe.1G042900.v2.1	0	0	1	1	4	0	0	0	0	0	4	1
Prupe.1G043000.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.1G043100.v2.1	7	7	13	29	33	22	8	3	14	31	68	71
Prupe.1G043200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G043300.v2.1	1	1	9	10	19	15	2	1	7	6	37	34
Prupe.1G043400.v2.1	1	1	2	5	2	7	3	1	2	8	130	159
Prupe.1G043500.v2.1	0	0	1	0	3	3	1	0	0	0	47	33
Prupe.1G043600.v2.1	4	2	0	10	1	0	5	3	1	3	4	7
Prupe.1G043700.v2.1	140	249	254	253	311	344	149	251	174	84	194	178
Prupe.1G043800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G043900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G044000.v2.1	52	138	156	111	170	180	60	85	126	84	181	202
Prupe.1G044100.v2.1	0	1	0	0	1	0	0	0	0	0	0	0
Prupe.1G044200.v2.1	1	0	0	0	1	0	1	0	0	1	0	0
Prupe.1G044300.v2.1	150	204	148	223	266	328	129	171	104	150	273	337
Prupe.1G044400.v2.1	197	330	190	459	349	349	153	216	116	68	228	361
Prupe.1G044500.v2.1	1	2	0	1	1	1	1	0	1	0	1	2
Prupe.1G044600.v2.1	469	792	834	716	898	1025	611	950	1082	405	777	921
Prupe.1G044700.v2.1	228	630	580	416	582	845	288	493	400	169	443	550
Prupe.1G044800.v2.1	0	0	1	0	0	0	3	0	1	0	6	5
Prupe.1G044900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G045000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G045100.v2.1	143	244	213	232	253	416	149	261	233	198	466	548
Prupe.1G045200.v2.1	789	1076	1029	811	933	1103	958	867	681	530	786	665
Prupe.1G045300.v2.1	2379	2492	2001	2093	2023	2480	1719	1921	1576	1124	1749	2297
Prupe.1G045400.v2.1	1	7	4	1	6	5	7	9	5	4	8	7
Prupe.1G045500.v2.1	622	1435	1272	734	1116	1308	848	1249	1109	721	1621	1853
Prupe.1G045600.v2.1	95	142	115	124	133	150	42	68	49	211	146	136
Prupe.1G045700.v2.1	7	3	12	21	4	8	7	2	4	5	10	16
Prupe.1G045800.v2.1	97	193	176	165	130	189	85	82	49	51	286	420
Prupe.1G045900.v2.1	2357	4779	4333	2519	2999	3715	2977	3727	3471	1139	2319	2180
Prupe.1G046000.v2.1	8	4	10	17	24	38	10	6	7	9	32	77
Prupe.1G046100.v2.1	84	188	216	92	135	139	123	171	174	54	113	122
Prupe.1G046200.v2.1	3	5	3	13	11	27	3	1	4	9	11	25
Prupe.1G046300.v2.1	2	10	13	17	4	18	12	14	6	3	8	6
Prupe.1G046400.v2.1	77	108	105	83	111	141	70	103	61	39	53	44
Prupe.1G046500.v2.1	35	45	43	52	61	67	33	44	24	18	39	37
Prupe.1G046600.v2.1	976	1623	1428	1933	2102	2483	1221	1379	1339	1279	1559	1608
Prupe.1G046700.v2.1	22	45	36	51	60	86	17	61	13	16	45	53
Prupe.1G046800.v2.1	2	3	2	12	10	2	11	5	4	633	65	104
Prupe.1G046900.v2.1	11	21	17	4	12	25	40	45	31	21	35	42
Prupe.1G047000.v2.1	2304	5730	5570	3042	5106	6607	2819	4345	3703	948	3002	4326
Prupe.1G047100.v2.1	81	80	152	122	159	131	39	26	41	6	17	8
Prupe.1G047200.v2.1	20	25	27	44	38	53	17	23	30	30	14	29
Prupe.1G047300.v2.1	132	247	283	421	537	552	147	275	225	318	390	348
Prupe.1G047400.v2.1	1	0	0	11	6	2	4	1	1	69	10	32
Prupe.1G047500.v2.1	1722	2608	2643	2348	2601	3293	1785	2150	1957	1207	2356	2455
Prupe.1G047600.v2.1	236	340	307	235	308	293	202	274	180	96	227	240
Prupe.1G047700.v2.1	12	12	26	21	30	27	22	42	30	39	50	30
Prupe.1G047800.v2.1	273	385	303	237	235	294	390	354	365	152	171	173
Prupe.1G047900.v2.1	23	38	41	61	62	69	32	23	23	11	29	34
Prupe.1G048000.v2.1	15	28	21	34	50	40	12	27	15	17	28	18
Prupe.1G048100.v2.1	321	576	502	294	423	533	142	200	151	41	114	143
Prupe.1G048200.v2.1	76	97	115	87	95	86	48	41	39	23	29	40
Prupe.1G048300.v2.1	519	641	570	364	403	529	560	688	511	144	167	202
Prupe.1G048400.v2.1	199	234	325	180	160	152	110	84	137	67	114	100
Prupe.1G048500.v2.1	58	52	50	77	74	72	44	77	43	31	74	83
Prupe.1G048600.v2.1	60	81	75	80	97	81	52	59	38	46	46	44
Prupe.1G048700.v2.1	31	60	64	52	47	74	36	59	47	6	26	17
Prupe.1G048800.v2.1	331	460	284	537	383	578	201	275	211	313	663	834
Prupe.1G048900.v2.1	1176	1964	1716	1721	1704	1964	1120	1354	1199	466	973	1172
Prupe.1G049000.v2.1	1045	1822	1484	940	1147	1686	635	873	738	337	788	696
Prupe.1G049100.v2.1	5	4	2	14	3	5	7	2	2	1	4	3
Prupe.1G049200.v2.1	195	264	303	87	90	133	96	188	135	9	38	99
Prupe.1G049300.v2.1	1367	2643	2547	2112	2640	3077	1283	1977	1905	897	1928	2013
Prupe.1G049400.v2.1	881	1070	930	702	749	859	615	802	638	410	660	639
Prupe.1G049500.v2.1	0	0	0	0	1	0	0	0	0	0	0	1
Prupe.1G049600.v2.1	87	136	202	658	873	594	111	236	191	140	316	419
Prupe.1G049700.v2.1	0	0	1	0	2	0	3	1	0	0	0	1
Prupe.1G049800.v2.1	0	0	0	0	0	1	1	0	0	0	0	0
Prupe.1G049900.v2.1	47	25	24	52	41	49	63	48	32	80	62	52
Prupe.1G050000.v2.1	0	0	8	3	7	2	0	1	0	12	5	9
Prupe.1G050100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G050200.v2.1	420	746	791	562	690	853	364	529	404	133	241	214
Prupe.1G050300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G050400.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.1G050500.v2.1	0	0	0	1	0	0	0	0	1	0	1	0
Prupe.1G050600.v2.1	505	691	705	558	717	788	251	470	371	174	265	350
Prupe.1G050700.v2.1	129	205	181	104	119	135	133	152	124	156	190	231
Prupe.1G050800.v2.1	507	669	604	412	433	623	362	560	315	221	330	409
Prupe.1G050900.v2.1	2171	3526	2521	1013	788	1744	1680	2857	1802	151	2127	1278
Prupe.1G051000.v2.1	855	645	570	708	646	743	565	426	358	568	368	417
Prupe.1G051100.v2.1	35	13	20	38	17	22	21	11	5	25	12	10
Prupe.1G051200.v2.1	190	276	281	216	285	297	182	294	162	117	193	225
Prupe.1G051300.v2.1	84	79	70	52	61	105	74	44	8	169	54	56
Prupe.1G051400.v2.1	43	66	61	34	47	60	20	44	37	7	16	25
Prupe.1G051500.v2.1	4	10	9	7	14	17	0	1	1	0	3	0
Prupe.1G051600.v2.1	50	84	61	45	74	100	24	35	29	6	22	28
Prupe.1G051700.v2.1	2	3	1	2	1	2	2	2	2	8	15	2
Prupe.1G051800.v2.1	3	13	22	20	22	19	14	27	7	14	39	28
Prupe.1G051900.v2.1	19	19	19	18	24	25	7	6	3	11	13	18
Prupe.1G052000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G052100.v2.1	7	5	9	6	9	9	5	4	2	0	1	2
Prupe.1G052200.v2.1	33	79	70	83	97	118	32	73	72	40	60	58
Prupe.1G052300.v2.1	91	188	183	162	216	291	86	140	115	58	162	243
Prupe.1G052400.v2.1	334	430	629	773	962	834	616	575	739	1434	1296	1218
Prupe.1G052500.v2.1	125	314	328	270	338	392	181	351	309	109	330	405
Prupe.1G052600.v2.1	190	277	150	68	101	117	134	179	146	20	72	78
Prupe.1G052700.v2.1	815	730	556	807	534	678	532	430	411	534	452	568
Prupe.1G052800.v2.1	2	1	3	0	1	1	1	1	1	0	0	0
Prupe.1G052900.v2.1	6	4	0	1	1	0	0	2	0	0	1	1
Prupe.1G053000.v2.1	0	2	1	4	0	5	0	0	0	0	8	8
Prupe.1G053100.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.1G053200.v2.1	2	1	2	3	7	3	1	2	2	1	1	1
Prupe.1G053300.v2.1	0	0	0	0	0	0	0	0	0	12	2	8
Prupe.1G053400.v2.1	0	0	1	0	0	0	1	3	0	5	3	2
Prupe.1G053500.v2.1	0	0	0	0	0	0	0	0	0	0	1	1
Prupe.1G053600.v2.1	759	1407	1501	892	1146	1279	836	1279	1107	433	1188	1149
Prupe.1G053700.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.1G053800.v2.1	8635	14794	13463	3643	3907	4793	7651	8729	8534	2272	6702	7262
Prupe.1G053900.v2.1	4	3	0	23	8	2	5	6	0	8	107	128
Prupe.1G054000.v2.1	473	729	786	522	561	693	266	378	317	129	218	199
Prupe.1G054100.v2.1	136	135	71	732	658	743	437	390	279	2551	1084	1618
Prupe.1G054200.v2.1	43	49	69	56	86	86	37	61	63	7	95	156
Prupe.1G054300.v2.1	0	0	0	0	1	0	0	0	0	1	0	1
Prupe.1G054400.v2.1	18	25	23	20	21	27	27	24	18	11	16	29
Prupe.1G054500.v2.1	0	0	0	0	0	0	0	0	0	0	1	1
Prupe.1G054600.v2.1	125	300	234	280	301	399	178	225	175	66	266	272
Prupe.1G054700.v2.1	467	1047	1162	752	1058	1108	732	1180	995	456	992	923
Prupe.1G054800.v2.1	12	32	42	22	53	42	72	153	143	25	74	78
Prupe.1G054900.v2.1	7	36	41	35	42	41	49	98	96	33	66	59
Prupe.1G055000.v2.1	0	0	0	0	0	0	3	2	2	1	5	18
Prupe.1G055100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055200.v2.1	44	110	138	59	90	95	39	42	26	30	33	35
Prupe.1G055300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055400.v2.1	0	0	0	0	0	0	1	0	0	0	0	0
Prupe.1G055500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G055900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G056000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G056100.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G056200.v2.1	545	931	869	647	802	1006	606	890	793	443	1015	1258
Prupe.1G056300.v2.1	607	1015	1129	710	896	1008	642	934	805	335	522	690
Prupe.1G056400.v2.1	537	842	987	917	986	1185	575	778	839	465	956	961
Prupe.1G056500.v2.1	907	1515	1511	1302	1602	1713	998	1684	1404	554	1363	1460
Prupe.1G056600.v2.1	8	16	17	18	11	9	13	14	5	2	5	6
Prupe.1G056700.v2.1	0	3	1	0	0	0	1	0	0	0	0	0
Prupe.1G056800.v2.1	42	53	53	15	24	37	26	26	19	5	15	7
Prupe.1G056900.v2.1	91	166	136	108	146	207	74	131	111	45	95	137
Prupe.1G057000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G057100.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.1G057200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G057300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G057400.v2.1	355	381	337	286	311	379	319	451	310	182	165	251
Prupe.1G057500.v2.1	249	423	426	390	367	460	243	288	323	216	444	559
Prupe.1G057600.v2.1	191	362	354	258	360	491	192	360	224	422	521	613
Prupe.1G057700.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.1G057800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G057900.v2.1	1	4	2	0	0	1	2	0	4	1	7	11
Prupe.1G058000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G058100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G058200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G058300.v2.1	0	1	0	0	1	0	0	0	0	0	0	0
Prupe.1G058400.v2.1	0	0	1	2	0	0	0	1	0	45	10	29
Prupe.1G058500.v2.1	2	1	2	0	3	1	1	3	2	0	5	1
Prupe.1G058600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G058700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G058800.v2.1	0	0	0	1	0	0	6	1	4	1	1	1
Prupe.1G058900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059100.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.1G059200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G059900.v2.1	1	0	0	1	1	1	3	7	1	0	8	6
Prupe.1G060000.v2.1	3	0	0	0	0	1	1	1	0	0	787	995
Prupe.1G060100.v2.1	0	0	0	0	0	0	0	0	0	0	26	42
Prupe.1G060200.v2.1	0	1	4	2	0	2	2	2	1	0	3	3
Prupe.1G060300.v2.1	55	84	121	51	91	106	56	59	50	8	42	52
Prupe.1G060400.v2.1	3	8	1	11	16	9	7	3	2	0	3	6
Prupe.1G060500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G060600.v2.1	2	2	0	2	0	1	1	3	0	1	3	3
Prupe.1G060700.v2.1	11	10	5	6	6	7	1	1	1	0	2	3
Prupe.1G060800.v2.1	172	326	331	249	361	438	211	326	319	95	326	313
Prupe.1G060900.v2.1	198	224	155	324	350	511	344	703	460	217	518	873
Prupe.1G061000.v2.1	16	39	28	49	55	94	60	114	76	36	73	114
Prupe.1G061100.v2.1	580	1185	1245	935	1205	1407	513	1031	845	501	1350	1606
Prupe.1G061200.v2.1	32	74	65	55	53	54	22	26	11	7	18	12
Prupe.1G061300.v2.1	1	0	0	0	0	1	0	0	0	0	0	0
Prupe.1G061400.v2.1	0	2	1	2	1	1	2	1	5	0	1	2
Prupe.1G061500.v2.1	168	397	446	165	211	301	188	457	695	26	81	92
Prupe.1G061600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G061700.v2.1	0	1	0	0	1	0	0	0	0	0	0	0
Prupe.1G061800.v2.1	298	555	712	537	650	753	323	450	423	230	798	809
Prupe.1G061900.v2.1	26	128	717	832	1015	819	184	146	429	556	3915	1835
Prupe.1G062000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062100.v2.1	0	0	0	1	0	0	0	0	2	0	0	1
Prupe.1G062200.v2.1	0	0	0	0	0	0	0	1	1	0	1	0
Prupe.1G062300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062400.v2.1	0	0	0	0	0	0	1	1	0	0	0	0
Prupe.1G062500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062800.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G062900.v2.1	0	0	2	1	0	1	0	2	0	0	0	2
Prupe.1G063000.v2.1	672	870	806	612	592	824	664	668	660	452	575	714
Prupe.1G063100.v2.1	237	366	353	421	467	554	258	455	318	140	311	362
Prupe.1G063200.v2.1	12	21	8	17	11	16	10	13	11	6	14	14
Prupe.1G063300.v2.1	90	142	186	224	309	385	37	51	52	32	203	240
Prupe.1G063400.v2.1	1030	1896	1784	720	897	1208	938	1721	1318	332	1167	1232
Prupe.1G063500.v2.1	2	1	0	0	0	0	0	1	0	0	0	0
Prupe.1G063600.v2.1	479	720	702	337	479	609	346	417	323	113	151	168
Prupe.1G063700.v2.1	1	0	0	2	0	0	0	1	0	0	1	0
Prupe.1G063800.v2.1	300	728	785	360	502	648	387	698	577	187	480	561
Prupe.1G063900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G064000.v2.1	362	658	679	521	629	714	315	439	373	188	368	346
Prupe.1G064100.v2.1	4	1	0	16	0	2	3	2	3	1	2	1
Prupe.1G064200.v2.1	2	0	0	2	0	0	0	1	1	1	1	2
Prupe.1G064300.v2.1	3	5	0	11	3	4	5	8	2	3	9	4
Prupe.1G064400.v2.1	65	132	157	81	115	155	51	129	73	30	75	77
Prupe.1G064500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G064600.v2.1	659	1209	1227	696	788	982	878	1034	853	288	543	758
Prupe.1G064700.v2.1	103	196	206	126	189	249	117	193	182	47	178	235
Prupe.1G064800.v2.1	158	260	245	205	217	289	191	297	223	40	175	197
Prupe.1G064900.v2.1	25	24	13	26	40	22	174	55	39	83	18	16
Prupe.1G065000.v2.1	439	810	832	701	869	1027	475	720	653	316	704	606
Prupe.1G065100.v2.1	22	37	33	14	28	43	27	16	12	9	11	22
Prupe.1G065200.v2.1	521	802	755	536	631	797	565	666	573	338	631	910
Prupe.1G065300.v2.1	1048	1276	1291	1287	1241	1541	611	1005	770	359	892	800
Prupe.1G065400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.1G065500.v2.1	61	138	172	157	187	180	68	93	96	38	68	71
Prupe.1G065600.v2.1	229	407	313	300	424	395	309	485	288	208	271	364
Prupe.1G065700.v2.1	333	976	950	577	923	1116	453	713	640	202	585	760
Prupe.1G065800.v2.1	255	732	729	385	579	777	378	668	575	299	861	1305
